Iris Castano,"acctg 1 prof: okay let's prepare entries. pick 2 companies. Uh, let's have san miguel and philip morris.
class: *giggles*
prof: eh bakit tatawa-tawa kayo dyan? eh lasengga at chain smoker ako eh, bakit ba?"
Iris Castano,"math prof: ang sakit ng likod ko ngayon. nagtraining na kasi kami ng partner ko for the badminton doubles para sa cs cup (yata). Defending champions kami and we have to protect the crown. Alam niyo ba kung ano ginagawa ko? taga-yuko ako at taga-ilag sa shuttle cock kaya iyan, masakit nga likod ko. tinatantsa ko pa yun ah. yung partner ko naman, ang galing galing talaga!"
Camille Navarro Rodrigo,san ung TBA? =P
Jorlan Dan,"freshman: manong, sa UP po.
tricyle driver: ay, iskwater! yuckk!!!!! 

lol"
Athan Francisco,"isang matyagang labmate na nahihirapan sa pagpoprogram ng para sa isang CS subject:
""kung pagmamahal nga natututunan, eto pa kaya..."""
Noelle Polack,"Dr. Lazaro: (To me, arriving ten minutes late for his radio class) Why are you late? Akala mo ganun kaganda report mo? Sige tingnan natin, kung palpak yan, boljak ang abot mo!

(Pero truly, I love him. :))"
Denise Hanna Fajardo,"First day ng Span 10 class.
May Chinese guy kasi na late dumating tas dirediretso lang siya pumasok sa classroom without greeting the prof. Nainis tuloy si sir.
Sir: Blahblahblah. San ka grumaduate ng high school? Xavier ba?
Guy: Di po. Ateneo po. (Nalaman ko nalang after a few days na from Xavier nga siya.:)))
Sir: *Inirapan si Chinese guy sabay tuloy na sa pinaguusapan ulit.*
Nung patapos na ung class... (Ewan ko kung bakit napunta ung usapan dito..)
Sir: Ayaw ko talaga sa mga Chinese. Blahblahblah. *Sabay tingin kay Chinese guy.*

Sobrang natawa lang kaming mga classmates koooo! :))"
Mae Legaspi,"first day as a freshie, naghahanap kami ng upuan ng classmate ko. may nakita kaming mga upuan sa tapat ng casaa. so umupo kami. tinanong kami kung freshies kami. sabi namin oo. tapos nalaman na lang namin na tambayan pala ng praxis un :)) nakakahiya :))"
Nichol Lopez,"Math 11:

Prof - ""Pano nyo ba i-spell ang ""duh""?
Kami - ""D-U-H""
Prof - ""Buti alam nyo... may nakita ako sa test paper: DA!""

*kulang na lang, la-sag-na, heheh*"
Abbey Pangilinan,"May nakasabay akong dalawang matandang babae sa ikot jeep, ang tema ng usapan nila ay ganito:

Lola 1: ""parang tatlong beses na natin nadaan ito"" ( sa may Public Ad)

Lola 2: ""sabi ko sa iyo sabihin mo ibaba tayo sa terminal eh""

Ako (thought bubble): Naku, mga lola iikot lang po ng iikot itong jeep na ito, aabutin kayo ng siyam siyam kakaantay sa terminal."
Marie Grace Armada-viuda De-Ordonio,Prof : ONLY GOD DESERVES 1. and I am GOD!
Michelle Garcia-Nasam,"PI100 Prof:

Class, tignan nyo si Rizal. Ang batang namatay (35 years old) pero ang dami dami na nyang nasulat. Pano pa kung umabot sya ng 40 o 50 years old no? Buti nalang. Kundi ang dami pa nating aaralin. Buti na at namatay sya ng maaga!"
AJ Vizmanos,"Fil40 class of Maam April Perez
After watching an indie film with gay love scenes

Freshie classmate: Oh no. Childhood innocence ko, wala na.
Older classmate: Kung ayaw mo ng ganyan, take Soc Sci 3.
Freshie classmate: Talaga kuya? Sige i-eenlist ko next sem.
[Evil tong kuya na to. Hahaha.]"
Riley Palanca,"Gay Classmate during PE Class tries his best to imitate Tyra Banks' 'fierce eyes'.

PROF: Pwedeng, ano, look at your partner with lust, hindi parang papatayin mo. This is Rhumba. Not Halloween."
